english,japanese,pos,en_sentence,jp_sentence
test,試験；テスト,名詞,The professor made sure the test was checked carefully.,教授は試験問題が注意深くチェックされたことを確かめた。
than,～よりも,接続詞,You're in better shape than I am.,君は僕より有利な立場にあるものね。
thank,感謝する,動詞,I couldn't have done it without you. Thank you.,君がいなければできなかった。ありがとう。
that,それ；あれ；そのようなこと，その；あの，それくらい,形容詞,I can't live that kind of life.,私はそんな風には生きられない。
their,彼らの；彼女らの；それらの,限定詞,That was probably what influenced their decision.,それで彼らの気が変わったのかも知れない。
them,彼らを；彼女らを；それらを,代名詞,I'll call them tomorrow when I come back.,明日帰ったら電話します。
themselves,彼ら自身；彼女ら自身；それら自体,代名詞,All the children sat up and behaved themselves at the party.,パーティーでは、子供たちは皆寝ずに起きていて行儀よく振る舞った。
then,あのとき；それから,副詞,I will play Sudoku then instead of continuing to bother you.,君を邪魔するくらいなら私は数独をやってるよ。
there,そこ；あそこ；そこで；そこに,副詞,Then there is a problem...,そうしたらひとつ問題があって・・・。
these,これら,限定詞,I do not have an account in these forums.,これらのフォームのアカウントを私はもってません。
they,彼ら；彼女ら；それら,代名詞,Every person who is alone is alone because they are afraid of others.,孤独な人は、他人を恐れるから一人なのだ。
thick,ぶ厚い,形容詞,There was a thick fog around.,周りに濃霧が立ちこめていた。
thing,あの物；あのこと,名詞,That's the stupidest thing I've ever said.,こんな馬鹿なことは言ったことが無い。
think,考える；思う,動詞,I suppose it's different when you think about it over the long term.,長い目で見れば違ってくると思います。
thirst,渇き，喉が渇く,名詞,Our people thirst for independence.,わが国の国民は独立を渇望している。
thirteen,13,数字,A time bomb went off in the airport killing thirteen people.,空港で時限爆弾が爆発し１３名もの命を奪った。
thirty,30,数字,You will be delayed for only thirty minutes at worst.,君はせいぜい３０分しか遅れないだろう。
this,この，これ，こんなに,形容詞,Education in this world disappoints me.,この世界の教育にはがっかりしてしまう。
those,あれら,限定詞,The only useful answers are those that raise new questions.,有意義な回答とは、新たな疑問を生むようなそれである。
though,～だけれども,副詞,"Even though he apologized, I'm still furious.",謝罪はあったにせよ、私はまだ彼に腹を立てている。
thousand,1000 ,数字,A thousand yen is owed to you.,君に１０００円支払われるべきだ。
three,3,数字,Excuse me; allow me to point out three errors in the above article.,失礼だが、上記の記事にある３つの誤りを指摘しておきたい。
throat,喉,名詞,I have a sore throat because of too much smoking.,煙草の吸いすぎでのどが痛い。
through,〜を通じて; 〜を通して；完全に,形容詞,Many people drift through life without a purpose.,多くの人が目的なく人生を漂う。
throughout,至る所に；～の間中ずっと,前置詞,The audience sobbed throughout the climax of the movie.,観客は映画がクライマックスの間すすり泣きした。
throw,投げる,動詞,Those who live in glass houses should not throw stones.,こわれやすいガラス張りの家に住む者は石を投げてはいけない。
thursday,木曜日,名詞,You must hand in your homework by Thursday without fail.,木曜日までには必ず宿題を提出しなければなりませんよ。
tie,結ぶ；縛る,動詞,Your tie blends well with your suit.,君のネクタイは背広によく調和している。
tight,きつい；ピンと張った：詰まった；密接な；厳しい,形容詞,"Being a teacher, you must learn to keep a tight rein on your emotions.",君は一人の教師なんだから、自分の感情を厳しくコントロールできるようにならなければならない。
till,～まで,接続詞,You must be here till five.,君は５時までここにいなければならない。
time,時間（という概念）,名詞,You never have time for important things!,重要なことに割ける時間はないよ！
tire,疲れさせる；飽きさせる,名詞,Could you check the tire pressure?,タイヤの空気圧を調べてもらえますか。
to,～へ；～に；～まで；～に対して；～すること；～ために,副詞,I have to go to sleep.,私は眠らなければなりません。
today,今日,副詞,I knew that today would be fun.,今日はきっと楽しくなると思っていたよ。
together,一緒に；まとめて,副詞,We could go out together like we did last year.,去年みたいに遊びに行きましょう。
tomorrow,明日；未来,副詞,I'll call them tomorrow when I come back.,明日帰ったら電話します。
tonight,今夜,副詞,We've got to break out tonight or I'll go crazy!,何としても今晩脱獄するんだ。さもなきゃ気が狂ってしまう。
tooth,歯,名詞,"An eye for an eye, a tooth for a tooth.",目には目を、歯には歯を。
top,最上部；最上位,名詞,"And on top of it all, I was fired.",挙げ句の果てにクビになった。
total,合計,名詞,Our total debts amount to ten thousand dollars.,我々の負債の合計は１万ドルに達している。
